Datetime,Open,High,Low,Close,Adj Close,Volume
2021-07-06 00:00:00+01:00,1.3856749534606934,1.3857325315475464,1.385252594947815,1.3857325315475464,1.3857325315475464,0
2021-07-06 00:05:00+01:00,1.385195016860962,1.3857325315475464,1.385195016860962,1.3857325315475464,1.3857325315475464,0
2021-07-06 00:10:00+01:00,1.385578989982605,1.385578989982605,1.3850799798965454,1.38554048538208,1.38554048538208,0
2021-07-06 00:15:00+01:00,1.3855212926864624,1.3857709169387817,1.3855212926864624,1.3857709169387817,1.3857709169387817,0
2021-07-06 00:20:00+01:00,1.385751724243164,1.385751724243164,1.385482907295227,1.385482907295227,1.385482907295227,0
2021-07-06 00:25:00+01:00,1.3855020999908447,1.38554048538208,1.3854637145996094,1.3854637145996094,1.3854637145996094,0
2021-07-06 00:30:00+01:00,1.3855212926864624,1.385598063468933,1.3855020999908447,1.3855020999908447,1.3855020999908447,0
2021-07-06 00:35:00+01:00,1.3855020999908447,1.3856172561645508,1.3855020999908447,1.3856172561645508,1.3856172561645508,0
2021-07-06 00:40:00+01:00,1.38554048538208,1.3856172561645508,1.3855212926864624,1.3855212926864624,1.3855212926864624,0
2021-07-06 00:45:00+01:00,1.3850799798965454,1.385751724243164,1.3850799798965454,1.3857133388519287,1.3857133388519287,0
2021-07-06 00:50:00+01:00,1.3858861923217773,1.3858861923217773,1.3851182460784912,1.3855212926864624,1.3855212926864624,0
2021-07-06 00:55:00+01:00,1.3855020999908447,1.3856364488601685,1.3851374387741089,1.3853869438171387,1.3853869438171387,0
2021-07-06 01:00:00+01:00,1.3853485584259033,1.385598063468933,1.3852142095565796,1.385598063468933,1.385598063468933,0
2021-07-06 01:05:00+01:00,1.3853293657302856,1.385598063468933,1.3853293657302856,1.3854252099990845,1.3854252099990845,0
2021-07-06 01:10:00+01:00,1.3853869438171387,1.3859821557998657,1.3853869438171387,1.3859821557998657,1.3859821557998657,0
2021-07-06 01:15:00+01:00,1.3854445219039917,1.3859245777130127,1.3854445219039917,1.3856749534606934,1.3856749534606934,0
2021-07-06 01:20:00+01:00,1.3854252099990845,1.3861743211746216,1.3854252099990845,1.3861743211746216,1.3861743211746216,0
2021-07-06 01:25:00+01:00,1.3857133388519287,1.385809302330017,1.3852717876434326,1.3856172561645508,1.3856172561645508,0
2021-07-06 01:30:00+01:00,1.3856940269470215,1.3858861923217773,1.3854445219039917,1.3854445219039917,1.3854445219039917,0
2021-07-06 01:35:00+01:00,1.3857709169387817,1.3859821557998657,1.3855212926864624,1.3859821557998657,1.3859821557998657,0
2021-07-06 01:40:00+01:00,1.3854252099990845,1.3858668804168701,1.3854252099990845,1.3858284950256348,1.3858284950256348,0
2021-07-06 01:45:00+01:00,1.3858476877212524,1.3860782384872437,1.3856364488601685,1.3860782384872437,1.3860782384872437,0
2021-07-06 01:50:00+01:00,1.3858284950256348,1.386116623878479,1.38554048538208,1.385905385017395,1.385905385017395,0
2021-07-06 01:55:00+01:00,1.3860397338867188,1.3860782384872437,1.3856172561645508,1.3858476877212524,1.3858476877212524,0
2021-07-06 02:00:00+01:00,1.3859437704086304,1.3860397338867188,1.385598063468933,1.3860397338867188,1.3860397338867188,0
2021-07-06 02:05:00+01:00,1.3860975503921509,1.3860975503921509,1.3859245777130127,1.3859437704086304,1.3859437704086304,0
2021-07-06 02:10:00+01:00,1.3858668804168701,1.3861358165740967,1.385751724243164,1.385751724243164,1.385751724243164,0
2021-07-06 02:15:00+01:00,1.3858861923217773,1.386020541191101,1.385751724243164,1.3859245777130127,1.3859245777130127,0
2021-07-06 02:20:00+01:00,1.3859437704086304,1.386059045791626,1.3858668804168701,1.3858668804168701,1.3858668804168701,0
2021-07-06 02:25:00+01:00,1.3860397338867188,1.3860975503921509,1.3859821557998657,1.3860975503921509,1.3860975503921509,0
2021-07-06 02:30:00+01:00,1.3857133388519287,1.3859437704086304,1.3856172561645508,1.3856172561645508,1.3856172561645508,0
2021-07-06 02:35:00+01:00,1.3855020999908447,1.3868086338043213,1.3855020999908447,1.3868086338043213,1.3868086338043213,0
2021-07-06 02:40:00+01:00,1.3867894411087036,1.3867894411087036,1.3862512111663818,1.3866932392120361,1.3866932392120361,0
2021-07-06 02:45:00+01:00,1.3867510557174683,1.3869432210922241,1.3867510557174683,1.3869432210922241,1.3869432210922241,0
2021-07-06 02:50:00+01:00,1.3866932392120361,1.3874051570892334,1.3866932392120361,1.3874051570892334,1.3874051570892334,0
2021-07-06 02:55:00+01:00,1.3871934413909912,1.3875398635864258,1.3871164321899414,1.3871164321899414,1.3871164321899414,0
2021-07-06 03:00:00+01:00,1.3873474597930908,1.387694001197815,1.3873281478881836,1.387694001197815,1.387694001197815,0
2021-07-06 03:05:00+01:00,1.3877131938934326,1.3877131938934326,1.3872319459915161,1.3872319459915161,1.3872319459915161,0
2021-07-06 03:10:00+01:00,1.3877516984939575,1.3877902030944824,1.3872896432876587,1.3873281478881836,1.3873281478881836,0
2021-07-06 03:15:00+01:00,1.3878093957901,1.3878093957901,1.3873088359832764,1.387559175491333,1.387559175491333,0
2021-07-06 03:20:00+01:00,1.3875783681869507,1.3876746892929077,1.387462854385376,1.3876746892929077,1.3876746892929077,0
