Datetime,Open,High,Low,Close,Adj Close,Volume
2021-07-06 03:25:00+01:00,1.387597680091858,1.3876361846923828,1.3872319459915161,1.3875013589859009,1.3875013589859009,0
2021-07-06 03:30:00+01:00,1.3873474597930908,1.387462854385376,1.387270450592041,1.387270450592041,1.387270450592041,0
2021-07-06 03:35:00+01:00,1.3874821662902832,1.387559175491333,1.3871934413909912,1.3873858451843262,1.3873858451843262,0
2021-07-06 03:40:00+01:00,1.387270450592041,1.3877516984939575,1.387270450592041,1.3875783681869507,1.3875783681869507,0
2021-07-06 03:45:00+01:00,1.3877323865890503,1.3878093957901,1.3876746892929077,1.3877516984939575,1.3877516984939575,0
2021-07-06 03:50:00+01:00,1.3877323865890503,1.3878093957901,1.3877131938934326,1.3877131938934326,1.3877131938934326,0
2021-07-06 03:55:00+01:00,1.3877323865890503,1.3882333040237427,1.387597680091858,1.3880791664123535,1.3880791664123535,0
2021-07-06 04:00:00+01:00,1.3880213499069214,1.3880791664123535,1.387597680091858,1.3880791664123535,1.3880791664123535,0
2021-07-06 04:05:00+01:00,1.3880213499069214,1.3880406618118286,1.3875783681869507,1.3880406618118286,1.3880406618118286,0
2021-07-06 04:10:00+01:00,1.387694001197815,1.3887345790863037,1.387694001197815,1.3887345790863037,1.3887345790863037,0
2021-07-06 04:15:00+01:00,1.3885996341705322,1.3885996341705322,1.3885225057601929,1.3885610103607178,1.3885610103607178,0
2021-07-06 04:20:00+01:00,1.3885225057601929,1.3885418176651,1.3881754875183105,1.3885031938552856,1.3885031938552856,0
2021-07-06 04:25:00+01:00,1.3886767625808716,1.3886767625808716,1.3885418176651,1.3886767625808716,1.3886767625808716,0
2021-07-06 04:30:00+01:00,1.3886960744857788,1.3886960744857788,1.3882719278335571,1.3886767625808716,1.3886767625808716,0
2021-07-06 04:35:00+01:00,1.3886767625808716,1.3886960744857788,1.3881947994232178,1.3886960744857788,1.3886960744857788,0
2021-07-06 04:40:00+01:00,1.3883682489395142,1.3890818357467651,1.3883682489395142,1.3890818357467651,1.3890818357467651,0
2021-07-06 04:45:00+01:00,1.3889274597167969,1.3889274597167969,1.3887732028961182,1.3888310194015503,1.3888310194015503,0
2021-07-06 04:50:00+01:00,1.388753890991211,1.3888696432113647,1.3885996341705322,1.3888696432113647,1.3888696432113647,0
2021-07-06 04:55:00+01:00,1.38825261592865,1.3885225057601929,1.3880984783172607,1.3885031938552856,1.3885031938552856,0
2021-07-06 05:00:00+01:00,1.3885031938552856,1.388715386390686,1.388117790222168,1.3885996341705322,1.3885996341705322,0
2021-07-06 05:05:00+01:00,1.388580322265625,1.388580322265625,1.3880791664123535,1.3885610103607178,1.3885610103607178,0
2021-07-06 05:10:00+01:00,1.3885031938552856,1.3885225057601929,1.3880406618118286,1.3884453773498535,1.3884453773498535,0
2021-07-06 05:15:00+01:00,1.388406753540039,1.3884453773498535,1.3879828453063965,1.3879828453063965,1.3879828453063965,0
2021-07-06 05:20:00+01:00,1.388348937034607,1.3885031938552856,1.388348937034607,1.3884260654449463,1.3884260654449463,0
2021-07-06 05:25:00+01:00,1.388406753540039,1.3884260654449463,1.3881369829177856,1.388406753540039,1.388406753540039,0
2021-07-06 05:30:00+01:00,1.3885225057601929,1.3887345790863037,1.3881947994232178,1.3887345790863037,1.3887345790863037,0
2021-07-06 05:35:00+01:00,1.3886189460754395,1.3886189460754395,1.3879443407058716,1.3879443407058716,1.3879443407058716,0
2021-07-06 05:40:00+01:00,1.3878480195999146,1.3879443407058716,1.3878287076950073,1.3879443407058716,1.3879443407058716,0
2021-07-06 05:45:00+01:00,1.3879250288009644,1.3879443407058716,1.3877710103988647,1.3877710103988647,1.3877710103988647,0
2021-07-06 05:50:00+01:00,1.3877710103988647,1.3879635334014893,1.3877710103988647,1.3879635334014893,1.3879635334014893,0
2021-07-06 05:55:00+01:00,1.3877131938934326,1.3880406618118286,1.3877131938934326,1.3877131938934326,1.3877131938934326,0
2021-07-06 06:00:00+01:00,1.3880021572113037,1.388348937034607,1.387694001197815,1.3879443407058716,1.3879443407058716,0
2021-07-06 06:05:00+01:00,1.38825261592865,1.3887345790863037,1.38825261592865,1.3886767625808716,1.3886767625808716,0
2021-07-06 06:10:00+01:00,1.3888310194015503,1.3888310194015503,1.3888310194015503,1.3888310194015503,1.3888310194015503,0
2021-07-06 06:11:41+01:00,1.3884453773498535,1.3884453773498535,1.3884453773498535,1.3884453773498535,1.3884453773498535,0
